code,name,market,Industry
AMSC,American Superconductor Corporation Common Stock,US,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,US,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,US,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,US,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,US,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,US,Finance: Consumer Services
AMTM,Amentum Holdings Inc. Common Stock,US,未知
AMTX,Aemetis Inc. (DE) Common Stock,US,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,US,Forest Products
AMWL,American Well Corporation Class A Common Stock,US,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,US,Telecommunications Equipment
AMZE,Amaze Holdings Inc. Common Stock,US,Beverages (Production/Distribution)
AMZN,Amazon.com Inc. Common Stock,US,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,US,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,US,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,US,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,US,Clothing/Shoe/Accessory Stores
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,US,未知
ANG^D,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock Series D,US,未知
ANGH,Anghami Inc. Ordinary Shares,US,Telecommunications Equipment
ANGHW,Anghami Inc. Warrants,US,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,US,Advertising
ANGO,AngioDynamics Inc. Common Stock,US,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,US,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,US,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,US,Biotechnology: Pharmaceutical Preparations
ANNA,AleAnna Inc. Class A Common Stock,US,Oil & Gas Production
ANNAW,AleAnna Inc. Warrant,US,Oil & Gas Production
ANNX,Annexon Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,US,未知
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,US,未知
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,US,未知
ANSS,ANSYS Inc. Common Stock,US,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,US,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,US,Finance: Consumer Services
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,US,Investment Managers
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,US,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,US,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),US,Specialty Insurers
AORT,Artivion Inc. Common Stock,US,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,US,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,US,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,US,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,US,Fluid Controls
APA,APA Corporation Common Stock,US,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,US,Investment Managers
APCX,AppTech Payments Corp. Common Stock,US,Computer Software: Prepackaged Software
APCXW,AppTech Payments Corp. Warrant,US,Computer Software: Prepackaged Software
APD,Air Products and Chemicals Inc. Common Stock,US,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,US,Other Consumer Services
APEI,American Public Education Inc. Common Stock,US,Other Consumer Services
APG,APi Group Corporation Common Stock,US,Engineering & Construction
APGE,Apogee Therapeutics Inc. Common Stock,US,Biotechnology: Biological Products (No Diagnostic Substances)
APH,Amphenol Corporation Common Stock,US,Electrical Products
API,Agora Inc. American Depositary Shares,US,Computer Software: Prepackaged Software
APLD,Applied Digital Corporation Common Stock,US,Finance: Consumer Services
APLE,Apple Hospitality REIT Inc. Common Shares,US,Real Estate Investment Trusts
APLM,Apollomics Inc. Class A Ordinary Shares,US,Biotechnology: Pharmaceutical Preparations
APLMW,Apollomics Inc. Warrant,US,Biotechnology: Pharmaceutical Preparations
APLS,Apellis Pharmaceuticals Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,US,Biotechnology: Pharmaceutical Preparations
APO,Apollo Global Management Inc. (New) Common Stock,US,Investment Managers
APO^A,Apollo Global Management Inc. 6.75% Series A Mandatory Convertible Preferred Stock,US,未知
APOG,Apogee Enterprises Inc. Common Stock,US,Auto Parts:O.E.M.
APOS,Apollo Global Management Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053,US,Investment Managers
APP,Applovin Corporation Class A Common Stock,US,Computer Software: Programming Data Processing
APPF,AppFolio Inc. Class A Common Stock,US,Computer Software: Prepackaged Software
APPN,Appian Corporation Class A Common Stock,US,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,US,Multi-Sector Companies
APRE,Aprea Therapeutics Inc. Common stock,US,Biotechnology: Pharmaceutical Preparations
APT,Alpha Pro Tech Ltd. Common Stock,US,Industrial Specialties
APTV,Aptiv PLC Ordinary Shares,US,Auto Parts:O.E.M.
APVO,Aptevo Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),US,Telecommunications Equipment
APYX,Apyx Medical Corporation Common Stock,US,Medical/Dental Instruments
AQB,AquaBounty Technologies Inc. Common Stock,US,Meat/Poultry/Fish
AQMS,Aqua Metals Inc. Common Stock,US,Metal Fabrications
AQN,Algonquin Power & Utilities Corp. Common Shares,US,Electric Utilities: Central
AQNB,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,US,Electric Utilities: Central
AQST,Aquestive Therapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
AR,Antero Resources Corporation Common Stock,US,Oil & Gas Production
ARAY,Accuray Incorporated Common Stock,US,Medical/Dental Instruments
ARBB,ARB IOT Group Limited Ordinary Shares,US,EDP Services
ARBE,Arbe Robotics Ltd. Ordinary Shares,US,EDP Services
ARBEW,Arbe Robotics Ltd. Warrant,US,EDP Services
ARBK,Argo Blockchain plc American Depositary Shares,US,Finance: Consumer Services
ARBKL,Argo Blockchain plc 8.75% Senior Notes due 2026,US,Finance: Consumer Services
ARCB,ArcBest Corporation Common Stock,US,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,US,Finance: Consumer Services
ARCO,Arcos Dorados Holdings Inc. Class A Shares,US,Restaurants
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,US,Investment Managers
ARDT,Ardent Health Partners Inc. Common Stock,US,Hospital/Nursing Management
ARDX,Ardelyx Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ARE,Alexandria Real Estate Equities Inc. Common Stock,US,Real Estate Investment Trusts
AREB,American Rebel Holdings Inc. Common Stock,US,Plastic Products
AREBW,American Rebel Holdings Inc. Warrants,US,Plastic Products
AREC,American Resources Corporation Class A Common Stock,US,Coal Mining
AREN,The Arena Group Holdings Inc. Common Stock,US,EDP Services
ARES,Ares Management Corporation Class A Common Stock,US,Investment Managers
ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,US,未知
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,US,Specialty Insurers
ARGO^A,Argo Group International Holdings Inc. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,US,未知
ARGX,argenx SE American Depositary Shares,US,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,US,Other Specialty Stores
ARI,Apollo Commercial Real Estate Finance Inc,US,Real Estate Investment Trusts
ARIS,Aris Water Solutions Inc. Class A Common Stock,US,Oilfield Services/Equipment
ARKO,ARKO Corp. Common Stock,US,Food Chains
ARKOW,ARKO Corp. Warrant,US,Food Chains
ARKR,Ark Restaurants Corp. Common Stock,US,Restaurants
ARL,American Realty Investors Inc. Common Stock,US,Other Consumer Services
ARLO,Arlo Technologies Inc. Common Stock,US,Consumer Electronics/Appliances
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,US,Coal Mining
ARM,Arm Holdings plc American Depositary Shares,US,Semiconductors
ARMK,Aramark Common Stock,US,Restaurants
ARMN,Aris Mining Corporation Common Shares,US,未知
ARMP,Armata Pharmaceuticals Inc. Common Stock,US,Biotechnology: Biological Products (No Diagnostic Substances)
AROC,Archrock Inc. Common Stock,US,Natural Gas Distribution
AROW,Arrow Financial Corporation Common Stock,US,Major Banks
ARQ,Arq Inc. Common Stock,US,Major Chemicals
ARQQ,Arqit Quantum Inc. Ordinary Shares,US,Computer Software: Prepackaged Software
ARQQW,Arqit Quantum Inc. Warrants,US,Computer Software: Prepackaged Software
ARQT,Arcutis Biotherapeutics Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ARR,ARMOUR Residential REIT Inc.,US,Real Estate Investment Trusts
ARR^C,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),US,未知
ARRY,Array Technologies Inc. Common Stock,US,Miscellaneous manufacturing industries
ARTL,Artelo Biosciences Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,US,Water Supply
ARTV,Artiva Biotherapeutics Inc. Common Stock,US,Biotechnology: Biological Products (No Diagnostic Substances)
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,US,Industrial Machinery/Components
ARVN,Arvinas Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ARW,Arrow Electronics Inc. Common Stock,US,Electronic Components
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
AS,Amer Sports Inc. Ordinary Shares,US,Apparel
ASA,ASA  Gold and Precious Metals Limited,US,Precious Metals
ASAN,Asana Inc. Class A Common Stock,US,Computer Software: Prepackaged Software
ASB,Associated Banc-Corp Common Stock,US,Major Banks
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,US,未知
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,US,未知
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,US,Major Banks
ASBP,Aspire Biopharma Holdings Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ASBPW,Aspire Biopharma Holdings Inc. Warrant,US,Biotechnology: Pharmaceutical Preparations
ASC,Ardmore Shipping Corporation Common Stock,US,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,US,Investment Managers
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,US,Investment Managers
ASGN,ASGN Incorporated Common Stock,US,Professional Services
ASH,Ashland Inc. Common Stock,US,Specialty Chemicals
ASIX,AdvanSix Inc. Common Stock ,US,Major Chemicals
ASLE,AerSale Corporation Common Stock,US,Industrial Specialties
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),US,Metal Mining
ASMB,Assembly Biosciences Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ASML,ASML Holding N.V. New York Registry Shares,US,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,US,Biotechnology: Pharmaceutical Preparations
ASNS,Actelis Networks Inc. Common Stock,US,Telecommunications Equipment
ASO,Academy Sports and Outdoors Inc. Common Stock,US,Other Specialty Stores
ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,US,未知
ASPI,ASP Isotopes Inc. Common Stock,US,Major Chemicals
ASPN,Aspen Aerogels Inc. Common Stock,US,RETAIL: Building Materials
ASPS,Altisource Portfolio Solutions S.A. Common Stock,US,Other Consumer Services
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,US,Aerospace
ASRT,Assertio Holdings Inc. Common Stock,US,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,US,Major Banks
ASST,Asset Entities Inc. Class B Common Stock,US,Computer Software: Prepackaged Software
ASTC,Astrotech Corporation (DE) Common Stock,US,Biotechnology: Laboratory Analytical Instruments
ASTE,Astec Industries Inc. Common Stock,US,Construction/Ag Equipment/Trucks
ASTH,Astrana Health Inc. Common Stock,US,Professional Services
ASTI,Ascent Solar Technologies Inc. Common Stock,US,Semiconductors
ASTL,Algoma Steel Group Inc. Common Shares,US,Steel/Iron Ore
ASTLW,Algoma Steel Group Inc. Warrant,US,Steel/Iron Ore
ASTS,AST SpaceMobile Inc. Class A Common Stock,US,Telecommunications Equipment
ASUR,Asure Software Inc Common Stock,US,EDP Services
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,US,Semiconductors
ASYS,Amtech Systems Inc. Common Stock,US,Industrial Machinery/Components
ATAI,ATAI Life Sciences N.V. Common Shares,US,Biotechnology: Pharmaceutical Preparations
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,US,Hotels/Resorts
ATCH,AtlasClear Holdings Inc. Common Stock,US,Finance: Consumer Services
ATCO^D,Atlas Corp. 7.95% Series D,US,未知
ATCO^H,Atlas Corp. 7.875% Series H,US,未知
ATCOL,Atlas Corp. 7.125% Notes due 2027,US,Marine Transportation
ATEC,Alphatec Holdings Inc. Common Stock,US,Medical/Dental Instruments
ATEN,A10 Networks Inc. Common Stock,US,Computer Communications Equipment
ATER,Aterian Inc. Common Stock,US,Home Furnishings
ATEX,Anterix Inc. Common Stock,US,Telecommunications Equipment
ATGE,Adtalem Global Education Inc. Common Stock,US,Other Consumer Services
ATGL,Alpha Technology Group Limited Class A Ordinary Shares,US,EDP Services
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,US,未知
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,US,未知
ATH^C,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,US,未知
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,US,未知
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,US,未知
ATHA,Athira Pharma Inc. Common Stock,US,Biotechnology: Biological Products (No Diagnostic Substances)
ATHE,Alterity Therapeutics Limited American Depositary Shares,US,Biotechnology: Pharmaceutical Preparations
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,US,EDP Services
ATHR,Aether Holdings Inc. Common Stock,US,Computer Software: Prepackaged Software
